"Town","FIPS","Year","Grade","MeasureType","Variable","Value"
"Fairfield","0900126620",2010,"1","Percent","Students absent 20 or more days",4.59
"Farmington","0900327600",2010,"1","Percent","Students absent 20 or more days",8.47
"Franklin","0901129910",2010,"1","Percent","Students absent 20 or more days",0
"Glastonbury","0900331240",2010,"1","Percent","Students absent 20 or more days",2.63
"Goshen","0900532290",2010,"1","Percent","Students absent 20 or more days",0
"Granby","0900332640",2010,"1","Percent","Students absent 20 or more days",3.27
"Greenwich","0900133620",2010,"1","Percent","Students absent 20 or more days",4.5
"Griswold","0901133900",2010,"1","Percent","Students absent 20 or more days",8.4
"Groton","0901134250",2010,"1","Percent","Students absent 20 or more days",9.88
"Guilford","0900934950",2010,"1","Percent","Students absent 20 or more days",2.57
"Haddam","0900735230",2010,"1","Percent","Students absent 20 or more days",3.48
"Hamden","0900935650",2010,"1","Percent","Students absent 20 or more days",6.08
"Hampton","0901536000",2010,"1","Percent","Students absent 20 or more days",17.65
"Hartford","0900337070",2010,"1","Percent","Students absent 20 or more days",22.74
"Hartland","0900337140",2010,"1","Percent","Students absent 20 or more days",0
"Harwinton","0900537280",2010,"1","Percent","Students absent 20 or more days",3.26
"Hebron","0901337910",2010,"1","Percent","Students absent 20 or more days",4.49
"Kent","0900540290",2010,"1","Percent","Students absent 20 or more days",7.69
"Killingly","0901540500",2010,"1","Percent","Students absent 20 or more days",10.68
"Killingworth","0900740710",2010,"1","Percent","Students absent 20 or more days",3.48
"Lebanon","0901142390",2010,"1","Percent","Students absent 20 or more days",5.68
"Ledyard","0901142600",2010,"1","Percent","Students absent 20 or more days",11.41
"Lisbon","0901143230",2010,"1","Percent","Students absent 20 or more days",11.76
"Litchfield","0900543370",2010,"1","Percent","Students absent 20 or more days",2.33
"Lyme","0901144210",2010,"1","Percent","Students absent 20 or more days",5.15
"Madison","0900944560",2010,"1","Percent","Students absent 20 or more days",4.24
"Manchester","0900344700",2010,"1","Percent","Students absent 20 or more days",9.39
"Mansfield","0901344910",2010,"1","Percent","Students absent 20 or more days",5.74
"Marlborough","0900345820",2010,"1","Percent","Students absent 20 or more days",8.74
"Meriden","0900946520",2010,"1","Percent","Students absent 20 or more days",16.89
"Middlebury","0900946940",2010,"1","Percent","Students absent 20 or more days",5.31
"Middlefield","0900747080",2010,"1","Percent","Students absent 20 or more days",1.8
"Middletown","0900747360",2010,"1","Percent","Students absent 20 or more days",7.62
"Milford","0900947535",2010,"1","Percent","Students absent 20 or more days",8.59
"Monroe","0900148620",2010,"1","Percent","Students absent 20 or more days",1.6
"Montville","0901148900",2010,"1","Percent","Students absent 20 or more days",7.29
"Morris","0900549460",2010,"1","Percent","Students absent 20 or more days",0
"Naugatuck","0900949950",2010,"1","Percent","Students absent 20 or more days",8.93
"New Britain","0900350440",2010,"1","Percent","Students absent 20 or more days",17.49
"New Canaan","0900150580",2010,"1","Percent","Students absent 20 or more days",3.31
"New Fairfield","0900150860",2010,"1","Percent","Students absent 20 or more days",2.69
"New Hartford","0900551350",2010,"1","Percent","Students absent 20 or more days",4.82
"New Haven","0900952070",2010,"1","Percent","Students absent 20 or more days",17.58
"New London","0901152350",2010,"1","Percent","Students absent 20 or more days",32.85
"New Milford","0900552630",2010,"1","Percent","Students absent 20 or more days",9.2
"Newington","0900352140",2010,"1","Percent","Students absent 20 or more days",6.92
"Newtown","0900152980",2010,"1","Percent","Students absent 20 or more days",3.48
"Norfolk","0900553470",2010,"1","Percent","Students absent 20 or more days",10
"North Branford","0900953890",2010,"1","Percent","Students absent 20 or more days",3.45
"North Canaan","0900554030",2010,"1","Percent","Students absent 20 or more days",10
"North Haven","0900954870",2010,"1","Percent","Students absent 20 or more days",4.56
"North Stonington","0901155500",2010,"1","Percent","Students absent 20 or more days",3.45
"Norwalk","0900156060",2010,"1","Percent","Students absent 20 or more days",6.99
"Norwich","0901156270",2010,"1","Percent","Students absent 20 or more days",10.54
"Old Lyme","0901157040",2010,"1","Percent","Students absent 20 or more days",5.15
"Old Saybrook","0900757320",2010,"1","Percent","Students absent 20 or more days",4.08
"Orange","0900957600",2010,"1","Percent","Students absent 20 or more days",4.6
"Oxford","0900958300",2010,"1","Percent","Students absent 20 or more days",4.09
"Plainfield","0901559980",2010,"1","Percent","Students absent 20 or more days",6.22
"Plainville","0900360120",2010,"1","Percent","Students absent 20 or more days",3.98
"Plymouth","0900560750",2010,"1","Percent","Students absent 20 or more days",13.16
"Pomfret","0901561030",2010,"1","Percent","Students absent 20 or more days",4.92
"Portland","0900761800",2010,"1","Percent","Students absent 20 or more days",3.85
"Preston","0901162150",2010,"1","Percent","Students absent 20 or more days",9.43
"Prospect","0900962290",2010,"1","Percent","Students absent 20 or more days",1.75
"Putnam","0901562710",2010,"1","Percent","Students absent 20 or more days",6.38
"Redding","0900163480",2010,"1","Percent","Students absent 20 or more days",3.54
"Ridgefield","0900163970",2010,"1","Percent","Students absent 20 or more days",3.66
"Rocky Hill","0900365370",2010,"1","Percent","Students absent 20 or more days",5.63
"Roxbury","0900565930",2010,"1","Percent","Students absent 20 or more days",1.59
"Salem","0901166210",2010,"1","Percent","Students absent 20 or more days",13.04
"Salisbury","0900566420",2010,"1","Percent","Students absent 20 or more days",9.52
"Scotland","0901567400",2010,"1","Percent","Students absent 20 or more days",11.76
"Seymour","0900967610",2010,"1","Percent","Students absent 20 or more days",5.98
"Sharon","0900567960",2010,"1","Percent","Students absent 20 or more days",7.69
"Shelton","0900168170",2010,"1","Percent","Students absent 20 or more days",5.49
"Sherman","0900168310",2010,"1","Percent","Students absent 20 or more days",3.13
"Simsbury","0900368940",2010,"1","Percent","Students absent 20 or more days",4.94
"Somers","0901369220",2010,"1","Percent","Students absent 20 or more days",5.83
"South Windsor","0900371390",2010,"1","Percent","Students absent 20 or more days",43.96
"Southbury","0900969640",2010,"1","Percent","Students absent 20 or more days",5.31
"Southington","0900370550",2010,"1","Percent","Students absent 20 or more days",3.78
"Sprague","0901171670",2010,"1","Percent","Students absent 20 or more days",11.63
"Stafford","0901372090",2010,"1","Percent","Students absent 20 or more days",8.73
"Stamford","0900173070",2010,"1","Percent","Students absent 20 or more days",8.95
"Sterling","0901573420",2010,"1","Percent","Students absent 20 or more days",15
"Stonington","0901173770",2010,"1","Percent","Students absent 20 or more days",6.18
"Stratford","0900174190",2010,"1","Percent","Students absent 20 or more days",8.11
"Suffield","0900374540",2010,"1","Percent","Students absent 20 or more days",2.65
"Thomaston","0900575730",2010,"1","Percent","Students absent 20 or more days",5.38
"Thompson","0901575870",2010,"1","Percent","Students absent 20 or more days",13.33
"Tolland","0901376290",2010,"1","Percent","Students absent 20 or more days",3.67
"Torrington","0900576570",2010,"1","Percent","Students absent 20 or more days",10.27
"Trumbull","0900177200",2010,"1","Percent","Students absent 20 or more days",13.9
"Union","0901377830",2010,"1","Percent","Students absent 20 or more days",0
"Vernon","0901378250",2010,"1","Percent","Students absent 20 or more days",9.09
"Voluntown","0901178600",2010,"1","Percent","Students absent 20 or more days",7.41
"Wallingford","0900978740",2010,"1","Percent","Students absent 20 or more days",7.82
"Warren","0900579510",2010,"1","Percent","Students absent 20 or more days",0
"Washington","0900579720",2010,"1","Percent","Students absent 20 or more days",1.59
"Waterbury","0900980070",2010,"1","Percent","Students absent 20 or more days",12.77
"Waterford","0901180280",2010,"1","Percent","Students absent 20 or more days",3.48
"Watertown","0900580490",2010,"1","Percent","Students absent 20 or more days",5
"West Hartford","0900382590",2010,"1","Percent","Students absent 20 or more days",5.43
"West Haven","0900982870",2010,"1","Percent","Students absent 20 or more days",13.49
"Westbrook","0900781680",2010,"1","Percent","Students absent 20 or more days",9.52
"Weston","0900183430",2010,"1","Percent","Students absent 20 or more days",6.51
"Westport","0900183500",2010,"1","Percent","Students absent 20 or more days",2.33
"Wethersfield","0900384900",2010,"1","Percent","Students absent 20 or more days",4.17
"Willington","0901385950",2010,"1","Percent","Students absent 20 or more days",15.09
"Wilton","0900186370",2010,"1","Percent","Students absent 20 or more days",2.59
"Winchester","0900586440",2010,"1","Percent","Students absent 20 or more days",4.9
"Windham","0901586790",2010,"1","Percent","Students absent 20 or more days",12.28
"Windsor","0900387000",2010,"1","Percent","Students absent 20 or more days",3.8
"Windsor Locks","0900387070",2010,"1","Percent","Students absent 20 or more days",9.16
"Wolcott","0900987560",2010,"1","Percent","Students absent 20 or more days",3.43
"Woodbridge","0900987700",2010,"1","Percent","Students absent 20 or more days",7.07
"Woodbury","0900587910",2010,"1","Percent","Students absent 20 or more days",13.11
"Woodstock","0901588190",2010,"1","Percent","Students absent 20 or more days",10.42
"Andover","0901301080",2011,"1","Percent","Students absent 20 or more days",2.22
"Ansonia","0900901220",2011,"1","Percent","Students absent 20 or more days",14.42
"Ashford","0901501430",2011,"1","Percent","Students absent 20 or more days",16.22
"Avon","0900302060",2011,"1","Percent","Students absent 20 or more days",4.49
"Barkhamsted","0900502760",2011,"1","Percent","Students absent 20 or more days",2.27
"Beacon Falls","0900903250",2011,"1","Percent","Students absent 20 or more days",6.04
"Berlin","0900304300",2011,"1","Percent","Students absent 20 or more days",5.69
"Bethany","0900904580",2011,"1","Percent","Students absent 20 or more days",6.25
"Bethel","0900104720",2011,"1","Percent","Students absent 20 or more days",2.99
"Bethlehem","0900504930",2011,"1","Percent","Students absent 20 or more days",5.94
"Bloomfield","0900305910",2011,"1","Percent","Students absent 20 or more days",6.4
"Bolton","0901306260",2011,"1","Percent","Students absent 20 or more days",3.13
"Bozrah","0901106820",2011,"1","Percent","Students absent 20 or more days",0
"Branford","0900907310",2011,"1","Percent","Students absent 20 or more days",5.79
"Bridgeport","0900108070",2011,"1","Percent","Students absent 20 or more days",15.97
"Bridgewater","0900508210",2011,"1","Percent","Students absent 20 or more days",0
"Bristol","0900308490",2011,"1","Percent","Students absent 20 or more days",7.74
"Brookfield","0900108980",2011,"1","Percent","Students absent 20 or more days",2.5
"Brooklyn","0901509190",2011,"1","Percent","Students absent 20 or more days",5.33
"Burlington","0900310100",2011,"1","Percent","Students absent 20 or more days",1.98
"Canaan","0900510940",2011,"1","Percent","Students absent 20 or more days",15.38
"Canterbury","0901512130",2011,"1","Percent","Students absent 20 or more days",9.3
"Canton","0900312270",2011,"1","Percent","Students absent 20 or more days",0.74
"Chaplin","0901513810",2011,"1","Percent","Students absent 20 or more days",10.53
"Cheshire","0900914160",2011,"1","Percent","Students absent 20 or more days",2.55
"Chester","0900714300",2011,"1","Percent","Students absent 20 or more days",5.71
"Clinton","0900715350",2011,"1","Percent","Students absent 20 or more days",19.01
"Colchester","0901115910",2011,"1","Percent","Students absent 20 or more days",2.21
"Colebrook","0900516050",2011,"1","Percent","Students absent 20 or more days",0
"Columbia","0901316400",2011,"1","Percent","Students absent 20 or more days",2.33
"Cornwall","0900517240",2011,"1","Percent","Students absent 20 or more days",0
"Coventry","0901317800",2011,"1","Percent","Students absent 20 or more days",3.65
"Cromwell","0900718080",2011,"1","Percent","Students absent 20 or more days",11.92
"Danbury","0900118500",2011,"1","Percent","Students absent 20 or more days",5.41
"Darien","0900118850",2011,"1","Percent","Students absent 20 or more days",1.65
"Deep River","0900719130",2011,"1","Percent","Students absent 20 or more days",3.33
"Derby","0900919550",2011,"1","Percent","Students absent 20 or more days",11.36
"Durham","0900720810",2011,"1","Percent","Students absent 20 or more days",2.99
"East Granby","0900322070",2011,"1","Percent","Students absent 20 or more days",5
"East Haddam","0900722280",2011,"1","Percent","Students absent 20 or more days",4.26
"East Hampton","0900722490",2011,"1","Percent","Students absent 20 or more days",4.58
"East Hartford","0900322630",2011,"1","Percent","Students absent 20 or more days",9.6
"East Haven","0900922910",2011,"1","Percent","Students absent 20 or more days",5.69
"East Lyme","0901123400",2011,"1","Percent","Students absent 20 or more days",5
"East Windsor","0900324800",2011,"1","Percent","Students absent 20 or more days",6.93
"Eastford","0901521860",2011,"1","Percent","Students absent 20 or more days",27.78
"Easton","0900123890",2011,"1","Percent","Students absent 20 or more days",6.45
"Ellington","0901325360",2011,"1","Percent","Students absent 20 or more days",4.78
"Enfield","0900325990",2011,"1","Percent","Students absent 20 or more days",8.39
"Essex","0900726270",2011,"1","Percent","Students absent 20 or more days",1.16
